Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
2,0,2,1,8,5,3,1025,1,2,2,1,82240,6.0,19,0,14.0,3,10,7,6,3,3,4.0,1.0,3.0
1,0,2,2,9,3,3,1026,0,2,7,1,47660,0.0,12,0,5.0,3,5,0,3,3,3,3.0,4.0,4.0
2,0,2,2,3,4,2,1027,0,2,2,2,26100,7.0,12,0,9.0,2,4,2,2,2,3,3.0,3.0,3.0
3,0,0,1,9,2,1,1028,1,2,4,2,57310,8.0,17,0,6.0,2,2,2,2,3,3,2.0,2.0,3.0
2,0,2,1,2,2,3,1029,1,1,5,1,25390,4.0,12,1,7.0,3,4,0,2,3,3,3.0,1.0,2.0
3,0,2,1,7,4,4,1030,0,2,2,1,57140,5.0,11,0,10.0,2,0,0,0,3,3,2.0,1.0,2.0
2,0,0,2,10,1,1,1031,0,2,5,0,43230,2.0,18,3,15.0,3,7,1,7,3,3,2.0,4.0,3.0
2,0,0,2,6,4,2,1032,1,3,7,0,73360,5.0,11,0,13.0,3,11,3,8,3,3,1.0,2.0,3.0
2,1,1,1,2,1,1,1033,1,1,4,1,134990,4.0,23,2,11.0,2,7,0,7,4,4,4.0,1.0,2.0
2,1,2,1,24,3,1,1034,1,1,2,2,137580,0.0,11,1,10.0,5,10,0,8,3,3,4.0,1.0,1.0
2,0,1,1,2,1,3,1035,1,2,0,0,51550,2.0,18,1,7.0,3,2,2,2,2,3,3.0,4.0,3.0
3,0,0,0,8,5,3,1036,0,3,7,2,22580,4.0,18,0,7.0,2,3,1,2,3,3,1.0,3.0,2.0
3,0,2,1,3,3,1,1037,1,3,6,2,35970,3.0,13,1,11.0,2,3,1,2,1,3,2.0,2.0,1.0
3,0,2,1,1,1,5,1038,1,3,2,0,25150,0.0,18,0,22.0,2,22,13,5,2,3,3.0,3.0,4.0
1,0,2,2,26,3,2,1039,0,2,3,2,44200,9.0,11,0,9.0,3,7,0,2,3,3,1.0,3.0,3.0
1,1,2,0,2,1,5,1040,0,3,7,1,65780,0.0,15,2,5.0,3,5,1,4,2,3,4.0,2.0,3.0
3,1,2,1,10,3,3,1041,1,1,7,1,44220,4.0,11,1,13.0,2,9,3,7,3,3,4.0,2.0,4.0
2,0,2,2,27,2,3,1042,0,3,7,0,102740,4.0,18,0,12.0,3,5,0,3,3,3,3.0,4.0,3.0
2,0,2,1,2,3,1,1043,1,2,2,1,53430,0.0,14,0,10.0,5,10,4,8,2,3,2.0,3.0,3.0
4,0,0,1,2,4,3,1044,1,1,2,0,23760,4.0,12,1,37.0,3,16,14,14,3,3,2.0,2.0,2.0
2,0,2,1,8,1,5,1045,0,3,4,1,53460,0.0,14,0,5.0,3,5,0,3,2,3,2.0,3.0,4.0
3,0,2,1,19,5,3,1046,0,2,6,0,28270,8.0,14,1,28.0,3,22,14,10,3,3,3.0,2.0,3.0
2,0,2,1,1,4,1,1047,1,2,3,0,199430,2.0,13,1,15.0,3,7,7,7,3,3,2.0,1.0,3.0
4,0,2,2,27,4,3,1048,1,1,6,1,31310,4.0,14,0,14.0,3,7,1,7,2,3,4.0,4.0,2.0
2,0,1,2,8,4,4,1049,0,3,4,1,25520,2.0,18,0,9.0,2,3,2,2,3,3,1.0,1.0,3.0
1,0,2,2,1,2,1,1050,1,3,3,1,44770,0.0,15,0,3.0,6,3,1,2,3,3,3.0,1.0,3.0
2,0,2,1,19,3,3,1051,0,2,4,1,64740,2.0,13,2,20.0,3,4,0,3,1,3,2.0,4.0,2.0
1,0,2,2,8,3,2,1052,0,1,0,2,30330,0.0,12,0,5.0,2,5,1,2,2,3,3.0,4.0,3.0
4,0,1,1,10,4,5,1053,0,1,8,1,29360,2.0,13,1,23.0,3,2,2,2,3,3,1.0,3.0,3.0
1,0,0,1,2,3,1,1054,1,3,8,2,186060,0.0,24,2,0.0,4,0,0,0,3,4,2.0,3.0,1.0
2,1,2,1,2,3,1,1055,1,3,2,1,21680,0.0,14,1,1.0,2,1,0,0,3,3,4.0,1.0,3.0
1,1,2,1,8,2,3,1056,1,1,3,0,28530,4.0,14,1,4.0,5,2,2,0,2,3,1.0,1.0,3.0
3,0,0,2,1,4,5,1057,1,1,6,1,170480,4.0,15,0,10.0,3,8,5,7,2,3,3.0,3.0,4.0
2,0,2,2,2,3,5,1058,0,5,2,1,22900,4.0,11,0,15.0,5,1,0,0,3,3,4.0,2.0,3.0
3,0,1,2,8,3,3,1059,1,1,5,1,36000,0.0,23,0,7.0,2,7,7,7,3,4,1.0,4.0,3.0
1,0,1,2,8,4,1,1060,1,5,6,2,21070,0.0,13,0,5.0,2,5,0,2,3,3,4.0,4.0,2.0
1,0,1,1,6,2,3,1061,1,1,1,1,41150,0.0,11,0,11.0,1,11,3,10,3,3,4.0,4.0,4.0
2,0,1,2,9,4,1,1062,1,4,7,2,43270,8.0,13,0,4.0,4,0,0,0,3,3,4.0,4.0,4.0
3,0,0,1,11,3,3,1063,1,1,3,1,178560,3.0,18,0,10.0,2,6,3,3,3,3,3.0,3.0,2.0
3,0,2,2,2,2,1,1064,0,5,3,2,31960,4.0,14,1,7.0,3,2,2,0,2,3,2.0,3.0,3.0
3,0,2,0,1,3,1,1065,0,1,2,0,190810,3.0,21,0,12.0,2,9,4,7,3,4,4.0,4.0,2.0
1,0,0,1,7,3,1,1066,1,1,7,0,89660,0.0,16,1,3.0,3,3,2,2,2,3,3.0,4.0,3.0
1,0,2,1,16,3,3,1067,0,1,4,0,22100,8.0,11,1,11.0,4,7,1,6,3,3,4.0,3.0,3.0
3,0,2,2,2,4,3,1068,0,2,5,2,45390,4.0,17,1,8.0,5,0,0,0,3,3,4.0,3.0,3.0
2,1,2,1,1,1,3,1069,1,2,2,2,27410,7.0,11,0,7.0,3,2,2,2,3,3,3.0,2.0,2.0
3,0,2,1,23,1,1,1070,1,2,2,0,34910,2.0,14,0,25.0,0,19,2,8,3,3,1.0,1.0,3.0
1,0,2,2,2,3,1,1071,0,5,6,1,45410,0.0,14,2,9.0,4,9,5,8,4,3,2.0,3.0,3.0
1,0,2,1,1,2,3,1072,1,3,7,1,26780,0.0,25,1,1.0,3,1,0,0,3,4,4.0,2.0,3.0
3,0,2,1,1,3,1,1073,1,1,4,1,73790,7.0,13,2,21.0,3,16,6,14,2,3,1.0,3.0,3.0
3,0,2,1,2,3,1,1074,0,2,3,1,62720,4.0,14,0,29.0,3,22,12,9,2,3,4.0,2.0,3.0
1,1,1,1,13,2,1,1075,0,1,2,2,52200,0.0,17,0,1.0,3,1,1,0,2,3,4.0,4.0,2.0
3,1,2,1,4,4,3,1076,0,2,8,1,27430,5.0,25,1,14.0,1,8,0,7,4,4,3.0,2.0,3.0
1,0,1,1,16,4,3,1077,1,3,0,1,49980,0.0,20,2,7.0,3,7,7,3,3,4,4.0,1.0,2.0
2,0,2,1,2,3,5,1078,1,3,0,0,102520,8.0,13,1,7.0,3,2,2,2,3,3,,4.0,3.0
4,0,2,1,2,3,1,1079,0,1,1,1,27810,8.0,13,1,19.0,2,5,0,4,3,3,2.0,4.0,4.0
1,0,2,1,29,2,1,1080,1,2,2,1,68520,0.0,18,1,1.0,2,1,0,0,4,3,2.0,2.0,3.0
1,1,2,2,12,4,1,1081,0,2,7,2,49500,0.0,12,2,1.0,3,1,0,0,3,3,2.0,4.0,2.0
1,1,2,1,16,2,1,1082,0,2,2,2,35790,0.0,19,3,1.0,3,1,0,0,3,3,4.0,2.0,3.0
2,0,2,1,11,3,1,1083,1,1,7,1,131910,0.0,14,1,10.0,2,10,1,7,2,3,2.0,3.0,3.0
2,0,2,1,2,4,1,1084,0,5,3,0,103770,0.0,14,0,10.0,2,10,0,2,3,3,2.0,3.0,3.0
2,0,2,2,14,2,5,1085,0,1,7,1,22350,2.0,14,1,9.0,2,5,1,0,3,3,3.0,4.0,3.0
1,0,2,1,5,5,1,1086,0,1,7,2,105020,3.0,12,0,11.0,4,3,1,2,2,3,4.0,1.0,3.0
2,0,2,1,7,2,3,1087,1,1,4,1,20110,5.0,13,0,16.0,4,5,0,4,4,3,4.0,1.0,3.0
2,0,2,2,2,1,5,1088,1,2,2,1,18590,0.0,25,1,3.0,2,3,0,2,2,4,4.0,2.0,3.0
3,0,2,1,3,3,3,1089,0,2,7,1,37600,0.0,14,1,9.0,2,9,3,8,2,3,2.0,4.0,2.0
2,0,1,1,5,3,3,1090,0,4,4,2,177790,0.0,17,1,10.0,5,10,0,8,1,3,2.0,4.0,2.0
2,0,2,1,3,3,4,1091,1,1,7,0,68330,2.0,13,0,22.0,3,19,11,16,3,3,1.0,1.0,3.0
1,0,2,1,26,2,1,1092,1,2,1,1,68120,0.0,13,0,1.0,2,1,1,0,2,3,2.0,3.0,2.0
1,0,2,1,4,3,5,1093,1,2,4,2,51710,0.0,20,1,8.0,1,8,0,7,2,4,1.0,3.0,
3,0,1,1,2,3,1,1094,1,2,5,0,197400,3.0,14,0,24.0,2,22,4,7,4,3,4.0,4.0,3.0
3,0,2,2,1,2,3,1095,1,4,3,1,187110,2.0,12,1,10.0,0,2,2,2,3,3,2.0,1.0,3.0
2,1,0,1,27,2,1,1096,0,1,8,1,36920,0.0,12,1,5.0,5,5,3,0,3,3,4.0,1.0,3.0
4,1,2,0,1,2,3,1097,0,5,7,2,25590,1.0,21,0,5.0,3,4,1,0,3,4,1.0,4.0,3.0
2,0,2,1,13,3,5,1098,0,3,0,1,25170,2.0,14,0,12.0,3,4,1,3,3,3,3.0,2.0,1.0
3,0,2,1,5,3,1,1099,0,1,7,1,66230,5.0,18,0,14.0,3,5,1,4,3,3,3.0,2.0,3.0
3,0,2,1,7,3,5,1100,0,2,7,1,182650,9.0,12,1,18.0,4,13,5,7,3,3,3.0,1.0,4.0
2,0,2,2,9,4,1,1101,0,1,7,0,161240,2.0,23,1,8.0,2,5,1,4,2,4,3.0,4.0,3.0
2,0,2,1,8,1,1,1102,0,3,2,1,25850,3.0,12,0,9.0,5,4,0,1,3,3,4.0,4.0,2.0
2,0,2,2,25,2,1,1103,0,3,4,0,182130,8.0,21,2,4.0,3,2,2,2,4,4,1.0,3.0,2.0
3,0,1,1,8,4,1,1105,0,2,3,2,29940,4.0,18,1,12.0,2,4,0,3,3,3,2.0,3.0,3.0
2,0,2,2,1,3,1,1106,0,5,7,2,12230,0.0,13,1,10.0,3,10,0,9,3,3,2.0,3.0,2.0
1,0,1,2,8,3,1,1107,1,4,6,1,11180,0.0,11,0,7.0,3,7,0,7,3,3,3.0,4.0,3.0
1,1,1,0,2,4,0,1108,1,2,7,2,28750,0.0,11,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0
2,0,0,1,8,5,3,1109,0,2,8,1,188240,6.0,19,1,10.0,4,3,1,2,3,3,1.0,3.0,3.0
1,0,2,2,3,2,5,1110,1,2,0,1,135770,1.0,12,1,6.0,2,5,1,2,3,3,2.0,2.0,2.0
2,0,1,1,9,4,1,1111,0,2,4,1,26250,1.0,12,3,16.0,4,15,6,11,3,3,3.0,4.0,3.0
1,1,2,1,25,3,5,1112,1,1,5,2,187890,3.0,16,1,6.0,4,2,2,2,3,3,4.0,3.0,3.0
3,0,0,1,1,4,3,1113,1,1,6,1,45380,8.0,11,0,16.0,3,8,1,7,3,3,3.0,2.0,4.0
4,0,2,1,4,3,5,1114,0,2,7,1,198470,4.0,14,0,6.0,6,0,0,0,3,3,4.0,1.0,3.0
2,0,2,1,1,3,4,1115,0,1,2,1,105120,0.0,12,1,10.0,2,10,7,9,3,3,1.0,1.0,3.0
2,0,1,1,4,2,3,1116,0,1,3,0,44440,0.0,13,0,20.0,2,20,0,7,3,3,4.0,2.0,3.0
4,0,2,2,5,3,2,1117,1,5,8,1,21540,4.0,21,1,29.0,3,1,0,0,3,4,4.0,4.0,2.0
2,1,1,1,9,3,1,1118,1,2,2,2,191900,3.0,17,1,8.0,2,4,0,3,3,3,1.0,3.0,3.0
2,0,2,1,3,4,1,1119,0,1,8,0,44900,2.0,21,1,10.0,1,5,0,3,3,4,2.0,4.0,4.0
3,0,1,2,11,4,1,1120,1,2,6,1,35060,3.0,11,1,28.0,4,5,4,3,2,3,2.0,4.0,3.0
3,0,2,2,1,3,1,1121,0,1,7,0,23720,3.0,12,1,14.0,3,0,0,0,3,3,2.0,4.0,3.0
1,1,1,2,8,1,1,1122,1,4,2,1,102310,0.0,13,1,1.0,2,1,0,0,3,3,1.0,2.0,3.0
2,0,2,1,25,1,3,1123,1,1,7,1,54100,0.0,18,0,5.0,4,5,0,4,3,3,2.0,1.0,1.0
1,0,0,1,21,1,3,1124,1,3,6,2,79780,0.0,16,2,5.0,2,5,1,4,3,3,3.0,3.0,2.0
2,0,0,2,23,1,3,1125,1,1,7,0,38670,0.0,11,1,4.0,4,4,2,3,4,3,3.0,1.0,4.0
2,0,0,1,1,3,1,1126,1,2,6,1,28380,0.0,19,2,5.0,5,5,0,2,1,3,1.0,2.0,3.0
2,0,2,2,2,3,2,1127,1,4,0,2,46950,0.0,16,1,14.0,2,14,2,1,3,3,1.0,4.0,2.0
2,0,2,1,19,3,5,1128,0,1,5,0,33390,1.0,16,0,9.0,2,8,1,1,2,3,4.0,3.0,2.0
1,0,2,1,2,2,1,1129,1,2,6,2,20800,0.0,13,0,7.0,6,7,7,6,4,3,3.0,1.0,2.0
1,0,2,1,2,4,4,1130,1,2,2,1,20960,0.0,22,0,5.0,2,5,0,2,4,4,1.0,1.0,2.0
2,0,0,1,3,1,1,1131,1,3,3,0,62090,5.0,17,1,9.0,5,5,1,2,4,3,3.0,4.0,3.0
2,0,1,1,25,5,5,1132,0,2,1,1,180610,0.0,14,1,10.0,2,10,8,7,3,3,4.0,1.0,3.0
1,1,2,2,7,5,1,1133,0,2,8,0,171230,5.0,15,1,6.0,2,4,0,3,2,3,3.0,4.0,2.0
2,0,2,1,9,2,5,1134,1,3,8,2,23720,4.0,12,0,20.0,3,1,0,0,2,3,1.0,1.0,2.0
2,0,2,1,5,3,1,1135,1,2,8,1,48830,0.0,18,1,10.0,1,10,0,9,1,3,3.0,4.0,3.0
1,0,2,2,2,3,1,1136,0,1,3,2,39040,0.0,15,0,7.0,2,7,0,7,3,3,4.0,4.0,3.0
2,0,2,1,8,1,3,1137,0,2,6,2,46270,8.0,17,1,8.0,2,1,0,0,2,3,4.0,4.0,3.0
2,1,1,1,2,1,4,1138,1,3,7,1,70940,0.0,14,1,10.0,2,10,0,8,3,3,1.0,4.0,3.0
4,1,2,1,18,3,3,1139,1,1,6,2,34230,6.0,15,1,15.0,4,2,2,2,3,3,1.0,1.0,2.0
4,0,2,1,14,3,4,1140,1,3,6,1,66740,3.0,17,1,9.0,2,4,2,3,3,3,1.0,3.0,2.0
2,0,1,1,2,4,3,1141,0,4,7,0,168800,0.0,14,3,9.0,2,9,2,8,3,3,4.0,3.0,3.0
3,0,2,1,3,3,3,1142,1,1,6,1,90940,0.0,12,1,10.0,0,10,0,9,3,3,1.0,3.0,3.0
2,0,1,1,2,5,3,1143,0,4,7,1,84460,0.0,14,0,6.0,3,6,1,2,2,3,4.0,2.0,3.0
4,0,2,2,9,3,2,1144,1,2,2,1,119160,4.0,15,1,35.0,3,10,1,4,2,3,3.0,2.0,3.0
2,0,2,2,6,3,4,1145,1,1,4,0,45340,0.0,13,0,1.0,2,1,0,0,3,3,4.0,4.0,3.0
2,0,2,1,4,3,1,1146,1,2,7,2,98520,0.0,12,1,20.0,5,20,11,10,2,3,2.0,1.0,3.0
3,0,0,1,10,4,1,1147,0,2,6,2,61510,0.0,13,1,20.0,3,20,3,7,3,3,4.0,3.0,3.0
2,0,0,1,14,2,1,1148,1,2,0,1,23020,4.0,14,0,13.0,3,11,4,8,3,3,3.0,3.0,4.0
4,0,2,1,1,3,3,1149,0,2,1,2,23620,6.0,13,1,9.0,2,5,1,4,4,3,3.0,1.0,3.0
1,0,2,1,5,4,4,1150,1,1,4,2,178610,0.0,11,2,4.0,5,4,1,2,1,3,2.0,3.0,2.0
1,0,2,1,7,3,1,1151,1,2,6,2,191870,0.0,11,1,5.0,2,5,1,4,3,3,4.0,4.0,4.0
2,0,1,1,21,3,3,1152,0,3,6,1,197170,0.0,21,0,10.0,1,10,9,4,2,4,4.0,3.0,4.0
2,0,2,1,8,1,3,1153,0,5,6,1,35440,3.0,18,3,15.0,3,11,5,10,2,3,2.0,2.0,3.0
1,0,2,2,20,5,3,1154,0,2,2,1,85000,4.0,12,0,6.0,2,2,1,2,3,3,3.0,2.0,3.0
1,0,2,0,20,4,1,1155,1,2,6,1,46610,0.0,11,0,12.0,3,12,1,7,2,3,4.0,2.0,2.0
1,0,2,1,7,2,3,1156,1,5,7,0,41030,6.0,15,1,7.0,2,2,0,2,3,3,4.0,3.0,2.0
3,0,2,1,1,4,1,1157,1,2,7,2,42490,2.0,13,1,25.0,2,17,12,11,2,3,1.0,3.0,3.0
2,0,0,1,1,3,1,1158,1,2,6,0,140260,0.0,12,0,1.0,4,1,0,0,3,3,2.0,3.0,2.0
2,0,2,1,19,3,1,1159,0,2,7,1,68930,0.0,17,0,15.0,3,15,5,8,3,3,4.0,2.0,3.0
2,0,2,1,10,4,3,1160,0,3,7,1,61250,0.0,13,1,2.0,3,2,1,2,3,3,1.0,3.0,3.0
2,0,1,1,1,4,4,1161,1,2,6,1,36690,2.0,19,0,10.0,2,8,7,7,3,3,1.0,3.0,3.0
3,0,2,1,6,3,3,1162,1,2,2,0,100080,6.0,19,1,9.0,3,4,1,2,1,3,4.0,1.0,2.0
3,0,2,2,2,2,3,1163,1,1,0,1,23870,3.0,17,1,12.0,1,5,1,0,1,3,4.0,4.0,3.0
3,0,0,1,21,2,3,1164,1,1,7,1,46390,0.0,11,1,13.0,2,13,5,12,2,3,3.0,2.0,1.0
2,0,2,1,4,3,1,1165,1,2,0,1,78980,7.0,15,0,5.0,2,2,2,2,2,3,4.0,3.0,3.0
1,0,2,0,12,1,0,1166,1,2,7,2,25340,0.0,11,0,3.0,1,3,1,2,3,3,4.0,3.0,4.0
2,0,2,1,9,3,3,1167,0,2,7,2,131420,0.0,25,2,10.0,4,10,0,8,3,4,2.0,3.0,3.0
2,0,2,2,3,4,3,1168,1,3,0,1,16110,0.0,14,0,9.0,2,9,8,1,2,3,2.0,4.0,3.0
2,0,2,1,3,2,5,1169,1,3,4,2,53630,0.0,13,0,6.0,4,6,4,1,3,3,3.0,2.0,3.0
2,0,2,1,1,4,3,1170,1,2,5,1,50710,8.0,17,1,8.0,3,1,0,0,2,3,1.0,4.0,2.0
2,0,2,1,1,2,3,1171,1,3,7,1,136950,0.0,13,0,2.0,3,2,2,2,3,3,2.0,2.0,3.0
2,0,2,1,4,4,1,1172,1,1,7,2,134020,7.0,14,1,18.0,1,7,1,7,3,3,1.0,4.0,3.0
2,0,2,2,20,4,3,1173,0,2,5,1,20290,3.0,11,1,20.0,3,18,1,11,2,3,2.0,3.0,3.0
2,0,2,1,18,3,1,1174,1,2,3,1,63770,0.0,12,2,14.0,3,14,5,7,3,3,3.0,4.0,3.0
2,0,2,1,1,3,1,1175,0,4,7,1,54290,0.0,17,1,16.0,3,16,6,8,3,3,3.0,4.0,3.0
1,0,2,1,2,4,3,1176,0,2,4,0,27850,0.0,21,0,5.0,2,5,0,4,3,4,1.0,3.0,2.0
4,0,0,1,2,4,4,1177,1,1,3,0,46140,2.0,16,1,16.0,3,9,0,0,3,3,1.0,4.0,2.0
3,0,2,1,8,1,1,1178,0,1,8,2,26100,6.0,15,0,6.0,2,4,1,2,3,3,2.0,4.0,3.0
1,0,2,2,10,5,3,1179,1,3,6,2,66870,0.0,19,3,2.0,0,2,1,2,3,3,3.0,1.0,3.0
2,0,0,1,3,4,1,1180,0,2,5,2,47240,2.0,12,1,21.0,4,6,1,3,4,3,4.0,4.0,2.0
1,1,1,1,2,4,1,1181,0,2,4,1,61790,0.0,11,0,1.0,3,1,1,0,3,3,4.0,1.0,2.0
2,0,2,1,24,3,1,1182,0,2,2,1,61200,0.0,19,0,9.0,2,9,3,4,3,3,1.0,4.0,3.0
2,0,1,1,16,1,3,1183,1,2,7,0,105960,7.0,15,0,18.0,3,4,0,2,2,3,4.0,2.0,3.0
4,0,0,1,8,1,1,1184,1,1,7,0,54670,0.0,20,0,13.0,6,13,1,9,2,4,3.0,3.0,2.0
1,1,2,1,9,4,3,1185,1,2,8,1,29960,9.0,25,0,4.0,4,2,2,2,3,4,1.0,4.0,4.0
3,0,2,1,17,1,1,1186,1,3,6,1,99980,5.0,24,2,24.0,3,22,4,14,2,4,1.0,3.0,2.0
4,1,2,2,10,4,4,1187,1,2,7,1,40780,8.0,24,1,14.0,3,10,9,8,3,4,4.0,3.0,1.0
3,0,2,1,13,4,1,1188,0,1,0,1,109200,0.0,15,1,20.0,3,20,0,10,4,3,1.0,2.0,3.0
2,0,2,2,1,3,3,1189,0,1,2,1,62320,0.0,13,1,8.0,3,8,1,7,3,3,4.0,3.0,3.0
2,0,0,2,1,1,3,1190,0,1,1,0,132470,0.0,14,0,15.0,3,15,11,11,3,3,4.0,4.0,2.0
3,0,2,1,1,5,3,1191,1,1,0,0,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,2.0,3.0
2,0,2,2,9,4,1,1192,0,2,6,2,57690,0.0,11,0,4.0,3,4,1,2,3,3,4.0,1.0,3.0
2,0,2,1,16,3,3,1193,0,2,0,2,23940,0.0,16,1,9.0,3,9,1,7,3,3,3.0,4.0,3.0
2,0,2,1,23,3,3,1194,1,3,8,1,39040,0.0,22,0,10.0,3,10,1,9,2,4,1.0,4.0,3.0
3,1,1,2,4,2,1,1195,0,2,2,0,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.0,3.0,3.0
2,0,2,1,22,4,1,1196,1,1,0,1,29500,4.0,14,0,8.0,1,6,0,0,2,3,2.0,,2.0
3,0,2,2,24,3,1,1197,1,1,2,2,36290,8.0,16,1,8.0,2,5,0,1,4,3,4.0,3.0,3.0
2,0,2,2,10,4,1,1198,1,1,6,2,93620,2.0,11,1,8.0,6,2,2,2,3,3,3.0,3.0,
2,0,1,2,7,2,1,1199,1,2,4,1,32290,0.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,4.0
2,0,2,1,17,4,1,1200,1,1,3,1,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0
2,0,2,0,14,1,1,1201,1,2,6,1,79880,0.0,18,0,4.0,3,4,1,1,3,3,3.0,4.0,3.0
1,0,2,1,1,3,3,1202,1,3,7,1,42840,4.0,11,0,10.0,5,4,0,3,2,3,4.0,2.0,3.0
1,0,2,1,5,3,3,1203,1,2,8,2,75530,0.0,19,0,5.0,3,5,0,4,3,3,4.0,1.0,1.0
3,1,2,1,17,3,3,1204,1,1,6,0,173280,4.0,15,2,20.0,1,3,2,0,3,3,4.0,1.0,3.0
2,0,2,2,25,3,3,1205,1,2,7,1,197010,0.0,11,0,20.0,3,20,9,6,4,3,2.0,4.0,2.0
2,0,0,1,8,4,1,1206,0,4,7,2,147320,0.0,12,0,9.0,3,9,1,7,3,3,2.0,1.0,3.0
1,0,2,1,11,4,3,1207,1,2,3,2,92780,0.0,20,0,4.0,3,4,0,0,3,4,4.0,3.0,3.0
2,0,1,1,5,1,5,1208,1,1,7,1,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,4.0,3.0
2,0,2,1,2,1,3,1209,0,1,6,1,47790,4.0,14,2,9.0,3,7,1,7,3,3,4.0,1.0,3.0
1,0,2,1,8,2,3,1210,1,1,2,1,164220,0.0,20,1,6.0,3,6,0,3,3,4,2.0,2.0,3.0
3,0,1,1,6,1,3,1211,1,3,0,1,29960,2.0,18,1,17.0,2,9,0,8,2,3,4.0,2.0,2.0
2,0,2,2,4,3,3,1212,0,1,7,1,12610,2.0,14,1,6.0,6,4,1,2,3,3,2.0,3.0,4.0
3,1,2,1,7,2,1,1213,0,1,6,2,20990,8.0,12,1,8.0,2,6,0,5,3,3,2.0,4.0,1.0
3,0,1,2,1,4,1,1214,0,2,4,1,58100,0.0,21,1,10.0,2,10,1,7,3,4,3.0,2.0,3.0
2,1,2,1,2,3,1,1215,1,1,7,2,56470,6.0,19,0,7.0,2,0,0,0,3,3,4.0,3.0,3.0
2,0,1,1,10,2,3,1216,1,2,6,1,34200,0.0,14,0,8.0,3,8,3,0,3,3,4.0,3.0,3.0
1,0,2,2,5,4,3,1217,0,4,4,1,44000,9.0,17,1,6.0,3,2,2,2,2,3,1.0,2.0,3.0
2,0,1,1,9,2,3,1218,0,2,6,2,35000,0.0,16,1,7.0,2,7,3,6,2,3,4.0,4.0,2.0
4,0,2,2,2,2,2,1219,0,5,8,1,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,1.0,2.0
1,0,2,1,11,4,3,1220,1,2,2,0,171690,0.0,17,2,1.0,2,1,0,0,3,3,4.0,3.0,3.0
2,0,1,2,18,4,1,1221,1,2,0,2,41620,0.0,15,1,9.0,1,9,1,8,3,3,4.0,3.0,3.0
2,0,2,1,7,3,1,1222,1,1,7,1,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.0,3.0,2.0
2,0,2,0,3,4,0,1223,1,2,3,1,32940,0.0,11,0,5.0,2,5,0,3,3,3,1.0,2.0,3.0
1,0,2,2,29,4,1,1224,1,2,2,2,21270,0.0,11,1,9.0,3,9,0,8,2,3,4.0,3.0,3.0
2,0,2,1,2,2,3,1225,1,2,2,0,39750,0.0,15,1,5.0,3,5,4,3,3,3,,3.0,2.0
2,0,2,1,28,3,5,1226,1,1,2,0,107930,0.0,11,3,2.0,1,2,1,2,2,3,2.0,4.0,3.0
1,1,2,1,1,4,1,1227,1,5,5,2,100960,5.0,13,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0
1,0,2,1,16,2,1,1228,0,4,2,0,36460,0.0,14,0,10.0,3,10,8,8,4,3,2.0,1.0,3.0
2,0,2,0,22,3,0,1229,0,2,5,0,74460,0.0,19,0,6.0,3,6,0,5,3,3,1.0,2.0,2.0
1,0,0,1,8,3,1,1230,0,3,7,0,108510,0.0,16,1,1.0,2,1,0,0,4,3,4.0,4.0,2.0
4,0,2,1,11,3,3,1231,1,2,3,1,21090,2.0,13,0,31.0,3,25,3,7,3,3,1.0,4.0,3.0
2,0,2,1,29,3,1,1232,0,1,4,2,37220,5.0,14,0,6.0,0,3,1,2,3,3,4.0,4.0,3.0
1,0,0,1,1,5,1,1233,1,3,6,0,93800,0.0,16,0,4.0,2,4,1,3,2,3,1.0,3.0,2.0
2,1,2,1,1,3,1,1234,1,1,5,2,54860,7.0,12,1,10.0,2,5,0,3,3,3,3.0,1.0,3.0
2,0,2,2,24,3,2,1235,1,4,6,2,27420,0.0,11,1,12.0,2,12,2,11,3,3,1.0,2.0,3.0
1,0,2,2,2,3,1,1236,1,2,4,2,137570,0.0,12,1,0.0,3,0,0,0,3,3,3.0,4.0,3.0
2,1,2,2,15,2,2,1237,0,2,6,2,84630,2.0,13,0,8.0,2,4,1,3,1,3,2.0,1.0,3.0
4,0,2,2,2,1,1,1238,1,5,1,0,31620,4.0,15,0,26.0,4,14,4,8,3,3,3.0,3.0,2.0
2,1,1,1,10,3,3,1239,0,2,4,2,165980,0.0,13,0,10.0,2,10,6,7,3,3,2.0,1.0,3.0
3,0,2,1,10,3,5,1240,1,2,2,1,66510,0.0,20,0,9.0,5,9,4,2,2,4,3.0,2.0,3.0
